Comunidad (Original);Comunidad Limpio;Comunidad en Inglés;Año;Sector Id;Sector;Gasto en I+D (Miles €);PIB (Miles €);% PIB I+D;Sector Nombre
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2009;(ENSENIANZA_SUPERIOR);Higher education sector;517817;101989994;0.51;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2009;(ENSENIANZA_SUPERIOR);Higher education sector;46816;26770420;0.17;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2009;(ENSENIANZA_SUPERIOR);Higher education sector;683680;145802256;0.47;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2009;(ENSENIANZA_SUPERIOR);Higher education sector;100068;28076274;0.36;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2009;(_T);All Sectors;238829;39505370;0.6;Total
(ES11) Galicia;Galicia;Galicia;2009;(_T);All Sectors;524125;56253055;0.93;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2009;(_T);All Sectors;226156;22366414;1.01;Total
(ES13) Cantabria;Cantabria;Cantabria;2009;(_T);All Sectors;149062;12811684;1.16;Total
(ES21) País Vasco;País Vasco;Basque Country;2009;(_T);All Sectors;1346984;63601702;2.12;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2009;(_T);All Sectors;388243;18001876;2.16;Total
(ES23) La Rioja;La Rioja;La Rioja;2009;(_T);All Sectors;85203;7911873;1.08;Total
(ES24) Aragón;Aragón;Aragon;2009;(_T);All Sectors;370945;33814117;1.1;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2009;(_T);All Sectors;3899396;199290149;1.96;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2009;(_T);All Sectors;629490;54452146;1.16;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2009;(_T);All Sectors;237912;39355657;0.6;Total
(ES43) Extremadura;Extremadura;Extremadura;2009;(_T);All Sectors;154708;18370208;0.84;Total
(ES51) Cataluña;Cataluña;Catalonia;2009;(_T);All Sectors;3284487;200745296;1.64;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2009;(_T);All Sectors;1120308;101989994;1.1;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2009;(_T);All Sectors;99854;26770420;0.37;Total
(ES61) Andalucía;Andalucía;Andalusia;2009;(_T);All Sectors;1578085;145802256;1.08;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2009;(_T);All Sectors;241481;28076274;0.86;Total
(ES70) Canarias;Canarias;Canary Islands;2009;(IPSFL);Private non-profit sector;411;39505370;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2009;(EMPRESAS_IPSFL);Private non-profit sector;47137;39505370;0.12;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2009;(EMPRESAS_IPSFL);Private non-profit sector;232792;56253055;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2009;(EMPRESAS_IPSFL);Private non-profit sector;94196;22366414;0.42;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2009;(EMPRESAS_IPSFL);Private non-profit sector;56013;12811684;0.44;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2009;(EMPRESAS_IPSFL);Private non-profit sector;1036909;63601702;1.63;Empresas e Instituciones Privadas sin Fines de Lucro
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2009;(EMPRESAS_IPSFL);Private non-profit sector;267595;18001876;1.49;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2009;(EMPRESAS_IPSFL);Private non-profit sector;47582;7911873;0.6;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2009;(EMPRESAS_IPSFL);Private non-profit sector;210814;33814117;0.62;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2009;(EMPRESAS_IPSFL);Private non-profit sector;2144494;199290149;1.08;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2009;(EMPRESAS_IPSFL);Private non-profit sector;333509;54452146;0.61;Empresas e Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2009;(EMPRESAS_IPSFL);Private non-profit sector;121617;39355657;0.31;Empresas e Instituciones Privadas sin Fines de Lucro
(ES43) Extremadura;Extremadura;Extremadura;2009;(EMPRESAS_IPSFL);Private non-profit sector;20378;18370208;0.11;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2009;(EMPRESAS_IPSFL);Private non-profit sector;1917737;200745296;0.96;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2009;(EMPRESAS_IPSFL);Private non-profit sector;452917;101989994;0.44;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2009;(EMPRESAS_IPSFL);Private non-profit sector;15497;26770420;0.06;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2009;(EMPRESAS_IPSFL);Private non-profit sector;503550;145802256;0.35;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2009;(EMPRESAS_IPSFL);Private non-profit sector;93720;28076274;0.33;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2009;(EMPRESAS);Business enterprise sector;46726;39505370;0.12;Empresas
(ES70) Canarias;Canarias;Canary Islands;2010;(ADMINISTRACION_PUBLICA);Government sector;82745;39738165;0.21;Administración Pública
(ES11) Galicia;Galicia;Galicia;2010;(ADMINISTRACION_PUBLICA);Government sector;84742;56787248;0.15;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2010;(ADMINISTRACION_PUBLICA);Government sector;36940;22590616;0.16;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2010;(ADMINISTRACION_PUBLICA);Government sector;29473;12882755;0.23;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2010;(ADMINISTRACION_PUBLICA);Government sector;78632;64424609;0.12;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2010;(ADMINISTRACION_PUBLICA);Government sector;29610;18089072;0.16;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2010;(ADMINISTRACION_PUBLICA);Government sector;25585;8008552;0.32;Administración Pública
(ES24) Aragón;Aragón;Aragon;2010;(ADMINISTRACION_PUBLICA);Government sector;78643;34100336;0.23;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2010;(ADMINISTRACION_PUBLICA);Government sector;1063352;198289849;0.54;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2010;(ADMINISTRACION_PUBLICA);Government sector;66651;54692531;0.12;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2010;(ADMINISTRACION_PUBLICA);Government sector;36397;39436268;0.09;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2010;(ADMINISTRACION_PUBLICA);Government sector;48733;18652452;0.26;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2010;(ADMINISTRACION_PUBLICA);Government sector;638228;202602183;0.32;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2010;(ADMINISTRACION_PUBLICA);Government sector;151973;101870024;0.15;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2010;(ADMINISTRACION_PUBLICA);Government sector;47158;26797013;0.18;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2010;(ADMINISTRACION_PUBLICA);Government sector;382958;145853901;0.26;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2010;(ADMINISTRACION_PUBLICA);Government sector;48744;28372216;0.17;Administración Pública
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2010;(ADMINISTRACION_PUBLICA);Government sector;0;1494058;0.0;Administración Pública
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2010;(ADMINISTRACION_PUBLICA);Government sector;0;1367400;0.0;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2010;(ENSENIANZA_SUPERIOR);Higher education sector;121390;39738165;0.31;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2010;(ENSENIANZA_SUPERIOR);Higher education sector;207271;56787248;0.36;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2010;(ENSENIANZA_SUPERIOR);Higher education sector;102976;22590616;0.46;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2010;(ENSENIANZA_SUPERIOR);Higher education sector;75062;12882755;0.58;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2010;(ENSENIANZA_SUPERIOR);Higher education sector;241379;64424609;0.37;Enseñanza Superior
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2010;(ENSENIANZA_SUPERIOR);Higher education sector;82435;18089072;0.46;Enseñanza Superior
(ES23) La Rioja;La Rioja;La Rioja;2010;(ENSENIANZA_SUPERIOR);Higher education sector;16354;8008552;0.2;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2010;(ENSENIANZA_SUPERIOR);Higher education sector;84055;34100336;0.25;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2010;(ENSENIANZA_SUPERIOR);Higher education sector;686095;198289849;0.35;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2010;(ENSENIANZA_SUPERIOR);Higher education sector;215160;54692531;0.39;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2010;(ENSENIANZA_SUPERIOR);Higher education sector;84446;39436268;0.21;Enseñanza Superior
(ES43) Extremadura;Extremadura;Extremadura;2010;(ENSENIANZA_SUPERIOR);Higher education sector;74034;18652452;0.4;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2010;(ENSENIANZA_SUPERIOR);Higher education sector;755541;202602183;0.37;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2010;(ENSENIANZA_SUPERIOR);Higher education sector;495044;101870024;0.49;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2010;(ENSENIANZA_SUPERIOR);Higher education sector;47260;26797013;0.18;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2010;(ENSENIANZA_SUPERIOR);Higher education sector;723401;145853901;0.5;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2010;(ENSENIANZA_SUPERIOR);Higher education sector;107860;28372216;0.38;Enseñanza Superior
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2010;(ENSENIANZA_SUPERIOR);Higher education sector;1433;1494058;0.1;Enseñanza Superior
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2010;(ENSENIANZA_SUPERIOR);Higher education sector;1954;1367400;0.14;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2010;(_T);All Sectors;255402;39738165;0.64;Total
(ES11) Galicia;Galicia;Galicia;2010;(_T);All Sectors;531601;56787248;0.94;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2010;(_T);All Sectors;238127;22590616;1.05;Total
(ES13) Cantabria;Cantabria;Cantabria;2010;(_T);All Sectors;157850;12882755;1.23;Total
(ES21) País Vasco;País Vasco;Basque Country;2010;(_T);All Sectors;1305630;64424609;2.03;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2010;(_T);All Sectors;365719;18089072;2.02;Total
(ES23) La Rioja;La Rioja;La Rioja;2010;(_T);All Sectors;84885;8008552;1.06;Total
(ES24) Aragón;Aragón;Aragon;2010;(_T);All Sectors;374240;34100336;1.1;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2010;(_T);All Sectors;3854768;198289849;1.94;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2010;(_T);All Sectors;608202;54692531;1.11;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2010;(_T);All Sectors;255179;39436268;0.65;Total
(ES43) Extremadura;Extremadura;Extremadura;2010;(_T);All Sectors;151779;18652452;0.81;Total
(ES51) Cataluña;Cataluña;Catalonia;2010;(_T);All Sectors;3227218;202602183;1.59;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2010;(_T);All Sectors;1080986;101870024;1.06;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2010;(_T);All Sectors;110385;26797013;0.41;Total
(ES61) Andalucía;Andalucía;Andalusia;2010;(_T);All Sectors;1726765;145853901;1.18;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2010;(_T);All Sectors;256149;28372216;0.9;Total
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2010;(_T);All Sectors;1433;1494058;0.1;Total
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2010;(_T);All Sectors;2138;1367400;0.16;Total
(ES70) Canarias;Canarias;Canary Islands;2010;(IPSFL);Private non-profit sector;345;39738165;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2010;(EMPRESAS_IPSFL);Private non-profit sector;51267;39738165;0.13;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2010;(EMPRESAS_IPSFL);Private non-profit sector;239588;56787248;0.42;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2010;(EMPRESAS_IPSFL);Private non-profit sector;98211;22590616;0.43;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2010;(EMPRESAS_IPSFL);Private non-profit sector;53315;12882755;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2010;(EMPRESAS_IPSFL);Private non-profit sector;985619;64424609;1.53;Empresas e Instituciones Privadas sin Fines de Lucro
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2010;(EMPRESAS_IPSFL);Private non-profit sector;253674;18089072;1.4;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2010;(EMPRESAS_IPSFL);Private non-profit sector;42946;8008552;0.54;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2010;(EMPRESAS_IPSFL);Private non-profit sector;211542;34100336;0.62;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2010;(EMPRESAS_IPSFL);Private non-profit sector;2105321;198289849;1.06;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2010;(EMPRESAS_IPSFL);Private non-profit sector;326391;54692531;0.6;Empresas e Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2010;(EMPRESAS_IPSFL);Private non-profit sector;134336;39436268;0.34;Empresas e Instituciones Privadas sin Fines de Lucro
(ES43) Extremadura;Extremadura;Extremadura;2010;(EMPRESAS_IPSFL);Private non-profit sector;29012;18652452;0.16;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2010;(EMPRESAS_IPSFL);Private non-profit sector;1833449;202602183;0.9;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2010;(EMPRESAS_IPSFL);Private non-profit sector;433969;101870024;0.43;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2010;(EMPRESAS_IPSFL);Private non-profit sector;15967;26797013;0.06;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2010;(EMPRESAS_IPSFL);Private non-profit sector;620406;145853901;0.43;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2010;(EMPRESAS_IPSFL);Private non-profit sector;99545;28372216;0.35;Empresas e Instituciones Privadas sin Fines de Lucro
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2010;(EMPRESAS_IPSFL);Private non-profit sector;0;1494058;0.0;Empresas e Instituciones Privadas sin Fines de Lucro
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2010;(EMPRESAS_IPSFL);Private non-profit sector;184;1367400;0.01;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2010;(EMPRESAS);Business enterprise sector;50922;39738165;0.13;Empresas
(ES70) Canarias;Canarias;Canary Islands;2011;(ADMINISTRACION_PUBLICA);Government sector;79772;39611706;0.2;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2011;(ADMINISTRACION_PUBLICA);Government sector;32594;22261796;0.15;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2011;(ADMINISTRACION_PUBLICA);Government sector;28662;12680314;0.23;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2011;(ADMINISTRACION_PUBLICA);Government sector;84814;63907269;0.13;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2011;(ADMINISTRACION_PUBLICA);Government sector;37068;18058363;0.21;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2011;(ADMINISTRACION_PUBLICA);Government sector;22319;7945371;0.28;Administración Pública
(ES24) Aragón;Aragón;Aragon;2011;(ADMINISTRACION_PUBLICA);Government sector;71253;33631537;0.21;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2011;(ADMINISTRACION_PUBLICA);Government sector;1020231;199623724;0.51;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2011;(ADMINISTRACION_PUBLICA);Government sector;56708;54328993;0.1;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2011;(ADMINISTRACION_PUBLICA);Government sector;42275;18273867;0.23;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2011;(ADMINISTRACION_PUBLICA);Government sector;625173;199939125;0.31;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2011;(ADMINISTRACION_PUBLICA);Government sector;128899;100387555;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2011;(ADMINISTRACION_PUBLICA);Government sector;36412;26646250;0.14;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2011;(ADMINISTRACION_PUBLICA);Government sector;340204;144494494;0.24;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2011;(ENSENIANZA_SUPERIOR);Higher education sector;113769;39611706;0.29;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2011;(ENSENIANZA_SUPERIOR);Higher education sector;195454;55816965;0.35;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2011;(ENSENIANZA_SUPERIOR);Higher education sector;86916;22261796;0.39;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2011;(ENSENIANZA_SUPERIOR);Higher education sector;63685;12680314;0.5;Enseñanza Superior
