STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,prof_pos,Professional position,sex,Sex,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2015,,0.74,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2016,,0.76,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2017,,0.82,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2018,,0.86,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2019,,0.9,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2020,,0.91,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2021,,0.94,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2022,,0.96,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2023,,0.98,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2012,,0.3,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2013,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2014,,0.27,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2015,,0.26,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2016,,0.28,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2017,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2018,,0.32,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2019,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2020,,0.41,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2021,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2022,,0.62,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EE,Estonia,2023,,0.63,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2012,,0.14,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2013,,0.14,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2014,,0.16,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2015,,0.17,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2016,,0.19,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2017,,0.28,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2018,,0.3,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2019,,0.31,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2020,,0.36,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2021,,0.39,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2022,,0.44,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EL,Greece,2023,,0.49,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2012,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2013,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2014,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2015,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2016,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2017,,0.42,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2018,,0.46,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2019,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2020,,0.47,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2021,,0.51,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2022,,0.54,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,ES,Spain,2023,,0.57,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2012,,0.62,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2013,,0.63,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2014,,0.65,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2015,,0.68,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2016,,0.71,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2017,,0.76,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2018,,0.81,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2019,,0.84,,e,estimated,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2020,,0.85,,e,estimated,,
