STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,prof_pos,Professional position,unit,Unit of measure,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2012,,596873.6,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2013,,614647.2,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2014,,623025.8,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2015,,668042.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2016,,691788.3,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2017,,743252.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2018,,787351,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2019,,827271.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2020,,830412.4,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2021,,872173.5,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2022,,925131,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EA20,Euro area – 20 countries (from 2023),2023,,951354.2,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2012,,1421,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2013,,1383,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2014,,1268,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2015,,1152,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2016,,1318,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2017,,1585,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2018,,1652.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2019,,1950.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2020,,2107.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2021,,2319,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2022,,2924,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EE,Estonia,2023,,3004,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2012,,4351.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2013,,4197.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2014,,4938.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2015,,5034.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2016,,5608.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2017,,9659.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2018,,10041.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2019,,10286.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2020,,11672.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2021,,13184.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2022,,15345,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EL,Greece,2023,,17020.4,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2012,,44920.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2013,,44713.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2014,,44688.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2015,,45151,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2016,,47222.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2017,,49571,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2018,,54359.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2019,,54888.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2020,,55299.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2021,,60374,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2022,,64912,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,ES,Spain,2023,,71235,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2012,,702167.7,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2013,,740585.1,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2014,,758665.7,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2015,,810789.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2016,,851920.4,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2017,,923883.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2018,,979743.5,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2019,,1024421.4,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2020,,1037592.3,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2021,,1113437.2,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2022,,1184514.2,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,EU27_2020,European Union - 27 countries (from 2020),2023,,1215982.5,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2012,,23269.4,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2013,,22253.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2014,,21368.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2015,,21296.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2016,,20256.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2017,,20544.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2018,,21327.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2019,,22864.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2020,,24648.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2021,,27018,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2022,,27077,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FI,Finland,2023,,27805,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FR,France,2012,,156392,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FR,France,2013,,161882,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),BES,Business enterprise sector,FR,France,2014,,161769,,,,,
